Accession,Pangolin,PangoVersions,Length,Nuc_Completeness,Geo_Location,Country,Host,Collection_Date,Release_Date
PQ540511.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-02,2024-10-31
PQ540536.1,B.1.108,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-02,2024-10-31
PQ540579.1,B.1.110.3,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-02,2024-10-31
PQ540591.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-02,2024-10-31
PV612059.1,B.1.44,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29903,complete,Sweden,Sweden,Homo sapiens,2020-04-03,2025-05-08
PQ540326.1,A.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-03,2024-10-31
PQ540409.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29801,partial,USA,USA,Homo sapiens,2020-04-03,2024-10-31
PQ540423.1,A.3,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-03,2024-10-31
PQ540442.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-03,2024-10-31
PQ540552.1,A,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29809,partial,USA,USA,Homo sapiens,2020-04-03,2024-10-31
PV612061.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29903,complete,Sweden,Sweden,Homo sapiens,2020-04-04,2025-05-08
PQ540323.1,A.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-04,2024-10-31
PQ540353.1,B.1.320,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29827,partial,USA,USA,Homo sapiens,2020-04-04,2024-10-31
PQ540355.1,B.1.110,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-04,2024-10-31
PQ540394.1,A.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-04,2024-10-31
PQ540395.1,A.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-04,2024-10-31
PQ540472.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-04,2024-10-31
PQ540553.1,A,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29831,partial,USA,USA,Homo sapiens,2020-04-04,2024-10-31
PQ540575.1,B.46,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-04,2024-10-31
PQ540589.1,B.46,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-04,2024-10-31
PV612060.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29903,complete,Sweden,Sweden,Homo sapiens,2020-04-05,2025-05-08
PQ540457.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,Denmark,Denmark,Homo sapiens,2020-04-05,2024-10-31
PQ540523.1,B.4.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-05,2024-10-31
PQ540549.1,A,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-05,2024-10-31
PQ540559.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-05,2024-10-31
PX058458.1,B.1.1.519,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29719,complete,"Mexico: Yucatan, Merida",Mexico,Homo sapiens,2020-04-06,2025-08-01
PQ540361.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-06,2024-10-31
PQ540374.1,A.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-06,2024-10-31
PQ540413.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-06,2024-10-31
PQ540431.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29827,partial,USA,USA,Homo sapiens,2020-04-06,2024-10-31
PQ540467.1,B.1.302,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-06,2024-10-31
PQ540489.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-06,2024-10-31
PQ540500.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29827,partial,USA,USA,Homo sapiens,2020-04-06,2024-10-31
PQ540526.1,B.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,complete,Spain,Spain,Homo sapiens,2020-04-06,2024-10-31
PQ540531.1,B.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-06,2024-10-31
PQ540539.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-06,2024-10-31
PQ540550.1,A,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-06,2024-10-31
PV612062.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29714,complete,Sweden,Sweden,Homo sapiens,2020-04-07,2025-05-08
PQ540344.1,A.3,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-07,2024-10-31
PQ540375.1,A.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-07,2024-10-31
PQ540458.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,Denmark,Denmark,Homo sapiens,2020-04-07,2024-10-31
PQ540499.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-07,2024-10-31
PV612063.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29667,complete,Sweden,Sweden,Homo sapiens,2020-04-08,2025-05-08
PV612064.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29705,complete,Sweden,Sweden,Homo sapiens,2020-04-08,2025-05-08
PQ540368.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29668,partial,USA,USA,Homo sapiens,2020-04-08,2024-10-31
PQ540381.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-08,2024-10-31
PQ540428.1,B.1.243,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-08,2024-10-31
PQ540473.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-08,2024-10-31
PQ540490.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-08,2024-10-31
PQ540494.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-08,2024-10-31
PQ540540.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29827,partial,USA,USA,Homo sapiens,2020-04-08,2024-10-31
PQ540544.1,A,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29824,partial,USA,USA,Homo sapiens,2020-04-08,2024-10-31
PQ540569.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-08,2024-10-31
PQ540329.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29791,partial,USA,USA,Homo sapiens,2020-04-09,2024-10-31
PQ540434.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-09,2024-10-31
PQ540464.1,B.1.609,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,Mexico,Mexico,Homo sapiens,2020-04-09,2024-10-31
PQ540471.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-09,2024-10-31
PQ540476.1,A.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-09,2024-10-31
PQ540324.1,A.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29804,partial,USA,USA,Homo sapiens,2020-04-10,2024-10-31
PQ540370.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-10,2024-10-31
PQ540380.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-10,2024-10-31
PQ540430.1,B.1.243,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-10,2024-10-31
PQ540486.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-10,2024-10-31
PQ540567.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-10,2024-10-31
PX058428.1,B.1.1.329,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29696,complete,"Mexico: Guanajuato, San Felipe",Mexico,Homo sapiens,2020-04-11,2025-08-01
MZ317934.1,B,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29819,complete,China: Wuhan,China,Homo sapiens,2020-04-11,2025-03-01
PQ540369.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-11,2024-10-31
PQ540401.1,A.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-11,2024-10-31
PQ540525.1,B.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,Spain,Spain,Homo sapiens,2020-04-11,2024-10-31
PQ540556.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-11,2024-10-31
PQ540577.1,B.46,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-11,2024-10-31
PQ540313.1,B.33,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-12,2024-10-31
PQ540336.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29801,partial,USA,USA,Homo sapiens,2020-04-12,2024-10-31
PQ540365.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-12,2024-10-31
PQ540385.1,A.2.2,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-12,2024-10-31
PQ540506.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-12,2024-10-31
PQ540547.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29695,partial,USA,USA,Homo sapiens,2020-04-12,2024-10-31
PX678872.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29782,partial,USA: Vermont,USA,Homo sapiens,2020-04-13,2025-12-09
PQ540319.1,A.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-13,2024-10-31
PQ540357.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,Denmark,Denmark,Homo sapiens,2020-04-13,2024-10-31
PQ540390.1,B.1.450,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-13,2024-10-31
PQ540396.1,B.1.450,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-13,2024-10-31
PQ540398.1,B.1.450,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-13,2024-10-31
PQ540404.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-13,2024-10-31
PQ540426.1,A.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29797,partial,USA,USA,Homo sapiens,2020-04-13,2024-10-31
PQ540495.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-13,2024-10-31
PQ540508.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-13,2024-10-31
PQ540532.1,B.1.315,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29827,partial,USA,USA,Homo sapiens,2020-04-13,2024-10-31
PQ540561.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-13,2024-10-31
PQ540576.1,B.46,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-13,2024-10-31
PQ540581.1,B.1.110.3,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-13,2024-10-31
PQ540586.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-13,2024-10-31
PQ540316.1,B.33,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-14,2024-10-31
PQ540359.1,B.1.118,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,Denmark,Denmark,Homo sapiens,2020-04-14,2024-10-31
PQ540371.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,complete,USA,USA,Homo sapiens,2020-04-14,2024-10-31
PQ540397.1,B.1.450,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-14,2024-10-31
PQ540439.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-14,2024-10-31
PQ540493.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-14,2024-10-31
PQ540516.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-14,2024-10-31
PQ540528.1,B.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-14,2024-10-31
PQ540574.1,B.46,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-14,2024-10-31
PQ540582.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-14,2024-10-31
PQ540320.1,A.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-15,2024-10-31
PQ540322.1,A.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-15,2024-10-31
PQ540340.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-15,2024-10-31
PQ540364.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-15,2024-10-31
PQ540407.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-15,2024-10-31
PQ540435.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-15,2024-10-31
PQ540465.1,B.1.609,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,Mexico,Mexico,Homo sapiens,2020-04-15,2024-10-31
PQ540482.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-15,2024-10-31
PQ540503.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-15,2024-10-31
PQ540515.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-15,2024-10-31
PQ540585.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-15,2024-10-31
PQ540333.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29791,partial,USA,USA,Homo sapiens,2020-04-16,2024-10-31
PQ540408.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-16,2024-10-31
PQ540418.1,B.1.330,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-16,2024-10-31
PQ540422.1,A.3,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-16,2024-10-31
PQ540456.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,complete,Denmark,Denmark,Homo sapiens,2020-04-16,2024-10-31
PQ540468.1,B.1.302,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-16,2024-10-31
PQ540477.1,A.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-16,2024-10-31
PQ540535.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-16,2024-10-31
PQ540584.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-16,2024-10-31
PQ540312.1,B.33,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-17,2024-10-31
PQ540334.1,B.41,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,South Korea,South Korea,Homo sapiens,2020-04-17,2024-10-31
PQ540445.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-17,2024-10-31
PQ540448.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-17,2024-10-31
PQ540460.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,Mexico,Mexico,Homo sapiens,2020-04-17,2024-10-31
PQ540470.1,B.1.302,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-17,2024-10-31
PQ540487.1,B.1.320,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-17,2024-10-31
PQ540497.1,B.1.320,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-17,2024-10-31
PQ540501.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-17,2024-10-31
PQ540519.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-17,2024-10-31
PQ540521.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-17,2024-10-31
PQ540530.1,B.1.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-17,2024-10-31
PQ540543.1,A,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29796,partial,USA,USA,Homo sapiens,2020-04-17,2024-10-31
PQ540548.1,A,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-17,2024-10-31
PQ540566.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-17,2024-10-31
PQ540367.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-18,2024-10-31
PQ540411.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-18,2024-10-31
PQ540427.1,A.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29797,partial,USA,USA,Homo sapiens,2020-04-18,2024-10-31
PQ540453.1,B.1.323,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-18,2024-10-31
PQ540459.1,B.1.243,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,Mexico,Mexico,Homo sapiens,2020-04-18,2024-10-31
PQ540504.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-18,2024-10-31
PQ540510.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-18,2024-10-31
PQ540554.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-18,2024-10-31
PQ540571.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-18,2024-10-31
PQ540342.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-19,2024-10-31
PQ540366.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-19,2024-10-31
PQ540406.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-19,2024-10-31
PQ540420.1,A.3,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-19,2024-10-31
PQ540475.1,A.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-19,2024-10-31
PQ540485.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-19,2024-10-31
PQ540524.1,B.4.7,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-19,2024-10-31
PQ540534.1,B.1.315,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-19,2024-10-31
MZ318017.1,A,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29822,complete,China: Wuhan,China,Homo sapiens,2020-04-20,2025-03-01
MZ318018.1,A,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29821,complete,China: Wuhan,China,Homo sapiens,2020-04-20,2025-03-01
MZ318019.1,A,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29822,complete,China: Wuhan,China,Homo sapiens,2020-04-20,2025-03-01
MZ318020.1,B,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29823,complete,China: Wuhan,China,Homo sapiens,2020-04-20,2025-03-01
MZ318021.1,B,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29819,complete,China: Wuhan,China,Homo sapiens,2020-04-20,2025-03-01
MZ318022.1,B,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29809,complete,China: Wuhan,China,Homo sapiens,2020-04-20,2025-03-01
MZ318023.1,A,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29820,complete,China: Wuhan,China,Homo sapiens,2020-04-20,2025-03-01
MZ318024.1,B,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29813,complete,China: Wuhan,China,Homo sapiens,2020-04-20,2025-03-01
PQ540349.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-20,2024-10-31
PQ540403.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-20,2024-10-31
PQ540496.1,B.1.320,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-20,2024-10-31
PQ540502.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-20,2024-10-31
PQ540545.1,A,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-20,2024-10-31
PQ540546.1,A,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-20,2024-10-31
PQ540555.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-20,2024-10-31
PQ540565.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-20,2024-10-31
PX058443.1,B.1.369,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29536,partial,"Mexico: Yucatan, Merida",Mexico,Homo sapiens,2020-04-21,2025-08-01
PQ540310.1,A,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,South Korea,South Korea,Homo sapiens,2020-04-21,2024-10-31
PQ540318.1,A.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-21,2024-10-31
PQ540343.1,A.3,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,complete,USA,USA,Homo sapiens,2020-04-21,2024-10-31
PQ540384.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-21,2024-10-31
PQ540391.1,B.1.450,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29828,partial,USA,USA,Homo sapiens,2020-04-21,2024-10-31
PQ540412.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-21,2024-10-31
PQ540484.1,B.1,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6,29800,partial,USA,USA,Homo sapiens,2020-04-21,2024-10-31
